dept_no,dept_name,emp_no,last_name,first_name,to_date
d005,Development,221850,Ritzmann,Mitsuyuki,1/1/9999
d007,Sales,221863,Schlegelmilch,Radhia,1/1/9999
d009,Customer Service,221863,Schlegelmilch,Radhia,1/1/9999
d004,Production,221878,Albarhamtoshy,Phillip,1/1/9999
d007,Sales,221881,Cyne,Subhash,1/1/9999
d007,Sales,221882,Aloia,Sahrah,1/1/9999
d005,Development,221888,Frolund,Nathalie,1/1/9999
d002,Finance,221894,Birjandi,Ohad,1/1/9999
d008,Research,221904,Feldhoffer,Sastry,1/1/9999
d006,Quality Management,221908,Vieri,Wayne,1/1/9999
d006,Quality Management,221916,Theuretzbacher,Kristine,1/1/9999
d005,Development,221927,Usdin,Teunis,1/1/9999
d005,Development,221946,Foote,Kazuhira,1/1/9999
d005,Development,221959,Lueh,Krassimir,1/1/9999
d004,Production,221984,Assaf,Manibrata,1/1/9999
d005,Development,221989,Terekhov,Jiakeng,1/1/9999
d005,Development,221990,Hiyoshi,Adel,1/1/9999
d009,Customer Service,222008,Lamba,Shuji,1/1/9999
d002,Finance,222013,Ohori,Remko,1/1/9999
d007,Sales,222019,Edelhoff,Kristian,1/1/9999
d007,Sales,222022,Mayerwieser,Dung,1/1/9999
d009,Customer Service,222036,Thiria,Serenella,1/1/9999
d005,Development,222046,Driscoll,Nahla,1/1/9999
d004,Production,222048,Sidhu,Gen,1/1/9999
d005,Development,222067,Gaughan,Gift,1/1/9999
d009,Customer Service,222076,Zwicker,Richard,1/1/9999
d007,Sales,222077,Kilgour,Gor,1/1/9999
d004,Production,222079,Streng,Bojan,1/1/9999
d009,Customer Service,222079,Streng,Bojan,1/1/9999
d005,Development,222085,Staelin,Peternela,1/1/9999
d001,Marketing,222104,Liesche,Alois,1/1/9999
d009,Customer Service,222105,Koblick,Qingxiang,1/1/9999
d004,Production,222109,Fargier,Souichi,1/1/9999
d005,Development,222110,Warwick,Maria,1/1/9999
d001,Marketing,222111,Honiden,Kazuhide,1/1/9999
d002,Finance,222113,Gilg,Lobel,1/1/9999
d005,Development,222122,Henseler,Weidon,1/1/9999
d006,Quality Management,222125,Oehlmann,Elvia,1/1/9999
d007,Sales,222145,Huttel,Zhiwei,1/1/9999
d001,Marketing,222147,Bernatsky,Hitomi,1/1/9999
d007,Sales,222147,Bernatsky,Hitomi,1/1/9999
d004,Production,222155,Delgrande,Kellie,1/1/9999
d006,Quality Management,222159,Mattern,Hatem,1/1/9999
d004,Production,222173,Esteva,Feiyu,1/1/9999
d007,Sales,222180,Feinberg,Maia,1/1/9999
d005,Development,222192,Esteva,Wuxu,1/1/9999
d009,Customer Service,222196,Yurek,Takahito,1/1/9999
d007,Sales,222205,Validov,Ayonca,1/1/9999
d005,Development,222213,Wielonsky,Salvador,1/1/9999
d005,Development,222239,Kilgour,Zhiguo,1/1/9999
d008,Research,222242,Baer,Michaela,1/1/9999
d004,Production,222244,Petereit,Basant,1/1/9999
d006,Quality Management,222251,Leivant,Jagoda,1/1/9999
d004,Production,222268,Hedayat,Guadalupe,1/1/9999
d005,Development,222279,Peroz,Syozo,1/1/9999
d009,Customer Service,222281,DuBourdieux,Nikolaus,1/1/9999
d006,Quality Management,222295,Ermel,Maha,1/1/9999
d004,Production,222314,Rothenberg,Mingzeng,1/1/9999
d005,Development,222326,Heyers,DeForest,1/1/9999
d007,Sales,222330,Bellone,Gor,1/1/9999
d004,Production,222339,Grabner,Junichi,1/1/9999
d004,Production,222341,Birge,Arie,1/1/9999
d005,Development,222346,Gadepally,Muneo,1/1/9999
d007,Sales,222358,Pramanik,Vishv,1/1/9999
d005,Development,222359,Murtafg,Kristen,1/1/9999
d004,Production,222364,Benzmuller,Shao,1/1/9999
d006,Quality Management,222364,Benzmuller,Shao,1/1/9999
d002,Finance,222369,Mellouli,Mingsen,1/1/9999
d004,Production,222371,Brender,Tsutomu,1/1/9999
d004,Production,222375,Rajcani,Somnath,1/1/9999
d004,Production,222392,Pardalos,Gunilla,1/1/9999
d003,Human Resources,222403,Lyonns,Djenana,1/1/9999
d002,Finance,222404,Kilgour,Fusako,1/1/9999
d004,Production,222410,Erie,Jianhao,1/1/9999
d007,Sales,222427,Schaft,Roselyn,1/1/9999
d004,Production,222430,Dolinsky,Guoxiang,1/1/9999
d005,Development,222433,Serna,Munehiro,1/1/9999
d009,Customer Service,222437,Zongker,Miquel,1/1/9999
d009,Customer Service,222438,Sridhar,Nishit,1/1/9999
d006,Quality Management,222439,Kirkerud,Arve,1/1/9999
d005,Development,222446,Gente,Yonghong,1/1/9999
d004,Production,222456,Peek,Wilmer,1/1/9999
d006,Quality Management,222456,Peek,Wilmer,1/1/9999
d005,Development,222470,Velardi,Jaques,1/1/9999
d005,Development,222475,Petereit,Xinyu,1/1/9999
d008,Research,222496,Etalle,Shao,1/1/9999
d005,Development,222506,Alpay,Xudong,1/1/9999
d006,Quality Management,222510,Speckmann,Honglan,1/1/9999
d009,Customer Service,222512,Murtafg,Fumitake,1/1/9999
d001,Marketing,222515,Anger,Miquel,1/1/9999
d007,Sales,222536,Merel,Feipei,1/1/9999
d004,Production,222538,Carrere,Cullen,1/1/9999
d006,Quality Management,222550,Wroclawski,Sadok,1/1/9999
d005,Development,222552,Deyuan,Shaowei,1/1/9999
d005,Development,222558,Ducloy,Hinrich,1/1/9999
d007,Sales,222559,Mitina,Arvind,1/1/9999
d005,Development,222567,Bultermann,Katsuyuki,1/1/9999
d004,Production,222577,Gniady,Parviz,1/1/9999
d007,Sales,222587,Chiola,Kiyokazu,1/1/9999
d005,Development,222595,Kavvadias,Becky,1/1/9999
d001,Marketing,222598,Bade,Lokesh,1/1/9999
d007,Sales,222598,Bade,Lokesh,1/1/9999
d005,Development,222602,Randi,Amstein,1/1/9999
d001,Marketing,222621,Melter,Xudong,1/1/9999
d007,Sales,222624,Birdsall,Kenton,1/1/9999
d006,Quality Management,222627,Dulay,Candido,1/1/9999
d005,Development,222643,Landherr,Shounak,1/1/9999
d004,Production,222653,Schahn,Zissis,1/1/9999
d001,Marketing,222660,Swiss,Moriyoshi,1/1/9999
d001,Marketing,222667,Mattern,Shigenori,1/1/9999
d007,Sales,222667,Mattern,Shigenori,1/1/9999
d004,Production,222674,Kitsuregawa,Turgut,1/1/9999
d005,Development,222685,Lagarias,Anneli,1/1/9999
d005,Development,222690,Boreale,Takahiro,1/1/9999
d005,Development,222702,Barbanera,Dmitry,1/1/9999
d002,Finance,222709,Wossner,Teruyuki,1/1/9999
d005,Development,222720,Montresor,Dayanand,1/1/9999
d004,Production,222726,Steenbeek,Kristina,1/1/9999
d004,Production,222736,Sevcikova,Nevin,1/1/9999
d006,Quality Management,222738,Bauknecht,Arne,1/1/9999
d009,Customer Service,222744,Nitsch,Theirry,1/1/9999
d002,Finance,222764,Francisci,Kristina,1/1/9999
d005,Development,222768,Beetstra,Shimshon,1/1/9999
d004,Production,222802,Siksek,Emdad,1/1/9999
d004,Production,222832,Kalorkoti,Gopalakrishnan,1/1/9999
d007,Sales,222836,Aloia,Ishfaq,1/1/9999
d009,Customer Service,222843,Schnabel,Morris,1/1/9999
d005,Development,222899,Peres,Yoshimitsu,1/1/9999
d001,Marketing,222915,McFarlan,Teiji,1/1/9999
d009,Customer Service,222922,Mungall,Mingzeng,1/1/9999
d002,Finance,222925,Karunanithi,Shrikanth,1/1/9999
d007,Sales,222925,Karunanithi,Shrikanth,1/1/9999
d002,Finance,222929,Murtha,Shigehiro,1/1/9999
d004,Production,222935,Chiola,Aiichiro,1/1/9999
d009,Customer Service,222935,Chiola,Aiichiro,1/1/9999
d007,Sales,222954,Pleszkun,Persi,1/1/9999
d005,Development,222960,Garnick,Jaroslava,1/1/9999
d004,Production,222964,Pappas,Shugo,1/1/9999
d009,Customer Service,222964,Pappas,Shugo,1/1/9999
d004,Production,222979,Markovitch,Subhankar,1/1/9999
d005,Development,222994,Munawer,Valeska,1/1/9999
d005,Development,223009,Codenie,Xinan,1/1/9999
d005,Development,223016,Chaudhuri,Gro,1/1/9999
d004,Production,223032,Rodite,Alselm,1/1/9999
d002,Finance,223078,Vieri,Georg,1/1/9999
d005,Development,223079,Trelles,Radhakrishnan,1/1/9999
d005,Development,223081,Rusterholz,Nalini,1/1/9999
d005,Development,223091,Babb,Xinglin,1/1/9999
d003,Human Resources,223100,Speel,Mayumi,1/1/9999
d005,Development,223103,Picaronny,Zeljko,1/1/9999
d008,Research,223103,Picaronny,Zeljko,1/1/9999
d005,Development,223108,Rodier,Jouko,1/1/9999
d005,Development,223130,Hockney,Rafols,1/1/9999
d004,Production,223137,Coorg,Khedija,1/1/9999
d005,Development,223140,Vadhan,Horward,1/1/9999
d006,Quality Management,223140,Vadhan,Horward,1/1/9999
d004,Production,223152,Conry,Kshitij,1/1/9999
d004,Production,223196,Sidhu,Paloma,1/1/9999
d005,Development,223198,Pusterhofer,Seshu,1/1/9999
d004,Production,223213,Legleitner,Halsur,1/1/9999
d004,Production,223222,Krzyzanowski,Chinya,1/1/9999
d008,Research,223266,Terlouw,Selwyn,1/1/9999
d008,Research,223284,Streng,Sedat,1/1/9999
d007,Sales,223292,Savasere,Kasidit,1/1/9999
d001,Marketing,223299,Bressoud,Doowon,1/1/9999
d006,Quality Management,223305,Deville,Manohar,1/1/9999
d001,Marketing,223310,Erdi,Jolita,1/1/9999
d007,Sales,223310,Erdi,Jolita,1/1/9999
d008,Research,223314,Rahier,Tamiya,1/1/9999
d004,Production,223319,Terlouw,Ronnie,1/1/9999
d007,Sales,223327,Peron,Teunis,1/1/9999
d007,Sales,223344,Eiter,Perla,1/1/9999
d004,Production,223352,Milicic,Jeanna,1/1/9999
d009,Customer Service,223355,Marletta,Hauke,1/1/9999
d001,Marketing,223379,Dehkordi,Nahum,1/1/9999
d005,Development,223381,Schnelling,Masadi,1/1/9999
d004,Production,223382,Beilner,Zito,1/1/9999
d005,Development,223384,Khalil,Rimon,1/1/9999
d006,Quality Management,223385,Chinen,Ziya,1/1/9999
d009,Customer Service,223387,Curless,Duke,1/1/9999
d007,Sales,223389,Adachi,Shuho,1/1/9999
d004,Production,223390,Falck,Rasiah,1/1/9999
d004,Production,223397,Morris,Jamaludin,1/1/9999
d004,Production,223398,Denos,Geoff,1/1/9999
d006,Quality Management,223399,Radivojevic,Aamer,1/1/9999
d005,Development,223406,Yoshimura,Gift,1/1/9999
d003,Human Resources,223407,Rande,Susuma,1/1/9999
d005,Development,223413,Gist,Jingling,1/1/9999
d006,Quality Management,223413,Gist,Jingling,1/1/9999
d002,Finance,223418,Markovitch,Moni,1/1/9999
d009,Customer Service,223423,Rullman,Supot,1/1/9999
d003,Human Resources,223425,Weedon,Billur,1/1/9999
d003,Human Resources,223431,Billingsley,Weicheng,1/1/9999
d005,Development,223443,Birke,JoAnna,1/1/9999
d004,Production,223450,Albarhamtoshy,Teunis,1/1/9999
d004,Production,223456,Stassinopoulos,Stabislas,1/1/9999
d007,Sales,223461,Kusalik,Manibrata,1/1/9999
d001,Marketing,223476,Avouris,Carrsten,1/1/9999
d008,Research,223483,Danley,Nahla,1/1/9999
d007,Sales,223486,England,Mang,1/1/9999
d004,Production,223491,Snyers,Diederik,1/1/9999
d005,Development,223493,Frolund,Maja,1/1/9999
d007,Sales,223501,Cappelletti,Gennady,1/1/9999
d005,Development,223509,Osgood,Haldon,1/1/9999
d008,Research,223509,Osgood,Haldon,1/1/9999
d002,Finance,223525,Kropf,Toong,1/1/9999
d004,Production,223526,Anily,Tommaso,1/1/9999
d004,Production,223539,Kamber,Samphel,1/1/9999
d004,Production,223543,Peres,Basil,1/1/9999
d005,Development,223543,Peres,Basil,1/1/9999
d004,Production,223547,Heijenga,Gaetan,1/1/9999
d007,Sales,223550,McFarlan,Seongbae,1/1/9999
d009,Customer Service,223555,Verhaegen,Ortrun,1/1/9999
d003,Human Resources,223557,Polajnar,Nishit,1/1/9999
d008,Research,223559,Bresenham,Claude,1/1/9999
d004,Production,223565,Waleschkowski,Ymte,1/1/9999
d001,Marketing,223581,Skrikant,Luise,1/1/9999
d003,Human Resources,223581,Skrikant,Luise,1/1/9999
d004,Production,223594,Acton,Janalee,1/1/9999
d001,Marketing,223619,Orlowski,Uwe,1/1/9999
d005,Development,223620,Marshall,Kazuyasu,1/1/9999
d007,Sales,223645,Shumilov,Tomokazu,1/1/9999
d004,Production,223652,Vidya,Amalendu,1/1/9999
d006,Quality Management,223652,Vidya,Amalendu,1/1/9999
d002,Finance,223656,Oskamp,Eishiro,1/1/9999
d005,Development,223657,Luca,Kazuhide,1/1/9999
d003,Human Resources,223672,Deville,Ibibia,1/1/9999
d007,Sales,223703,Bottner,Kokou,1/1/9999
d004,Production,223711,Peroz,Moti,1/1/9999
d005,Development,223729,Mitchem,Nahla,1/1/9999
d005,Development,223731,Restivo,Tsutomu,1/1/9999
d008,Research,223732,Perng,Bowen,1/1/9999
d006,Quality Management,223742,Salvesen,Arlette,1/1/9999
d001,Marketing,223745,Jeansoulin,Jenwei,1/1/9999
d001,Marketing,223750,Dayana,Shaibal,1/1/9999
d007,Sales,223750,Dayana,Shaibal,1/1/9999
d007,Sales,223768,Stifter,Mani,1/1/9999
d009,Customer Service,223768,Stifter,Mani,1/1/9999
d001,Marketing,223779,Ghalwash,Jianhao,1/1/9999
d005,Development,223788,Olivero,Jinya,1/1/9999
d003,Human Resources,223790,Rubsam,Aron,1/1/9999
d004,Production,223827,Driscoll,Bernice,1/1/9999
d005,Development,223830,Biros,Huican,1/1/9999
d004,Production,223850,Rossi,Mamdouh,1/1/9999
d005,Development,223856,Vidya,Anestis,1/1/9999
d008,Research,223856,Vidya,Anestis,1/1/9999
d005,Development,223869,Woycyznski,Udaiprakash,1/1/9999
d005,Development,223870,Kobara,Youssef,1/1/9999
d007,Sales,223872,Penttonen,Supot,1/1/9999
d008,Research,223888,Stentiford,Gino,1/1/9999
d002,Finance,223910,Peltason,Sverrir,1/1/9999
d004,Production,223927,Furudate,Bernice,1/1/9999
d004,Production,223934,Yurek,Lihong,1/1/9999
d006,Quality Management,223934,Yurek,Lihong,1/1/9999
d006,Quality Management,223937,Schoegge,Heekeun,1/1/9999
d005,Development,223942,Plessier,Elgin,1/1/9999
d004,Production,223970,Jansen,Marjo,1/1/9999
d005,Development,223971,Bisiani,Mikhail,1/1/9999
d002,Finance,223972,Peng,Phillip,1/1/9999
d007,Sales,223972,Peng,Phillip,1/1/9999
d005,Development,223975,Kusakabe,Yongmin,1/1/9999
d007,Sales,223981,Cheshire,Christoph,1/1/9999
d005,Development,223987,Lorch,Wayne,1/1/9999
d005,Development,223995,Beilner,Hyuckchul,1/1/9999
d004,Production,224002,Barinka,Gaurav,1/1/9999
d006,Quality Management,224004,Ballarin,Sastry,1/1/9999
d009,Customer Service,224006,Monarch,Mohamadou,1/1/9999
d005,Development,224014,Beetstra,Perry,1/1/9999
d001,Marketing,224030,Sommen,Atreyi,1/1/9999
d007,Sales,224030,Sommen,Atreyi,1/1/9999
d001,Marketing,224035,Picaronny,Inderjeet,1/1/9999
d005,Development,224044,Mitchem,Ingemar,1/1/9999
d005,Development,224051,Syrzycki,Mark,1/1/9999
d002,Finance,224067,Ruther,Lene,1/1/9999
d007,Sales,224067,Ruther,Lene,1/1/9999
d007,Sales,224070,Krzyzanowski,Chrisa,1/1/9999
d004,Production,224085,Klerer,Uri,1/1/9999
d005,Development,224102,Hoogerwoord,Lokesh,1/1/9999
d009,Customer Service,224102,Hoogerwoord,Lokesh,1/1/9999
d004,Production,224111,Dulay,Naftali,1/1/9999
d003,Human Resources,224117,Khasidashvili,Weiru,1/1/9999
d008,Research,224119,Terwilliger,Morrie,1/1/9999
d004,Production,224139,Heuter,Sachem,1/1/9999
d004,Production,224141,Chenoweth,Pranjal,1/1/9999
d005,Development,224142,McClure,Zhiguo,1/1/9999
d007,Sales,224162,Olano,Munenori,1/1/9999
d004,Production,224166,Baaz,Mary,1/1/9999
d007,Sales,224171,Ramamoorthy,Chaitali,1/1/9999
d008,Research,224180,Hartvigsen,Goncalo,1/1/9999
d004,Production,224181,Zongker,Sadun,1/1/9999
d008,Research,224197,Neiman,Murthy,1/1/9999
d001,Marketing,224206,Ciolek,Bilhanan,1/1/9999
d007,Sales,224206,Ciolek,Bilhanan,1/1/9999
d004,Production,224207,Khalil,Youssef,1/1/9999
d005,Development,224211,Schreiter,Amstein,1/1/9999
d004,Production,224214,Mateescu,Alassane,1/1/9999
d005,Development,224219,Knightly,Murthy,1/1/9999
d007,Sales,224222,Thorensen,Sumant,1/1/9999
d005,Development,224234,Slobodova,Maha,1/1/9999
d005,Development,224251,Juneja,Kensei,1/1/9999
d003,Human Resources,224253,Monkewich,Conal,1/1/9999
d002,Finance,224255,Pews,Hatem,1/1/9999
d004,Production,224264,Lorch,Weiwu,1/1/9999
d007,Sales,224269,Kornatzky,Makato,1/1/9999
d005,Development,224288,Meriste,Kazunori,1/1/9999
d005,Development,224291,Rosca,Christophe,1/1/9999
d001,Marketing,224294,Tyugu,Shmuel,1/1/9999
d004,Production,224309,Shackell,Valeri,1/1/9999
d002,Finance,224317,Broomell,Felicidad,1/1/9999
d003,Human Resources,224317,Broomell,Felicidad,1/1/9999
d009,Customer Service,224319,Middleton,Mona,1/1/9999
d005,Development,224321,Ritcey,Shooichi,1/1/9999
d001,Marketing,224356,Tischendorf,Giri,1/1/9999
d007,Sales,224356,Tischendorf,Giri,1/1/9999
d009,Customer Service,224368,Ventosa,Aksel,1/1/9999
d008,Research,224375,Bain,Zhilian,1/1/9999
d006,Quality Management,224378,Gips,Selwyn,1/1/9999
d006,Quality Management,224387,Emiris,Sajjan,1/1/9999
d004,Production,224398,Perly,Duangkaew,1/1/9999
d004,Production,224410,Polajnar,Mara,1/1/9999
d006,Quality Management,224410,Polajnar,Mara,1/1/9999
d007,Sales,224431,Bruckman,Xiadong,1/1/9999
d004,Production,224456,Stasinski,Kwok,1/1/9999
d009,Customer Service,224456,Stasinski,Kwok,1/1/9999
d005,Development,224460,Dayana,Danai,1/1/9999
d005,Development,224467,Miyakawa,Gad,1/1/9999
d005,Development,224472,Birta,Marla,1/1/9999
d005,Development,224497,Range,Yechiam,1/1/9999
d007,Sales,224498,Khalil,Mary,1/1/9999
d001,Marketing,224505,Stanger,Shuji,1/1/9999
d004,Production,224511,Einsfeld,Elzbieta,1/1/9999
d008,Research,224526,Uehara,Haldun,1/1/9999
d004,Production,224553,Ibel,Dung,1/1/9999
d005,Development,224582,Ruemmler,Xudong,1/1/9999
d004,Production,224595,Langford,Menkae,1/1/9999
d006,Quality Management,224595,Langford,Menkae,1/1/9999
d001,Marketing,224597,Genther,Dipayan,1/1/9999
d001,Marketing,224612,Munck,Marsha,1/1/9999
d005,Development,224622,Lipner,Tetsurou,1/1/9999
d009,Customer Service,224665,Castellani,Lobel,1/1/9999
d004,Production,224675,Cappello,Barna,1/1/9999
d002,Finance,224676,Cesareni,Souichi,1/1/9999
d007,Sales,224679,Simmel,Mats,1/1/9999
d009,Customer Service,224679,Simmel,Mats,1/1/9999
d007,Sales,224680,Liedekerke,Beshir,1/1/9999
d009,Customer Service,224692,Perng,Candida,1/1/9999
d007,Sales,224694,Collette,Arfst,1/1/9999
d004,Production,224699,Ponthieu,Charlene,1/1/9999
d006,Quality Management,224699,Ponthieu,Charlene,1/1/9999
d005,Development,224701,Vakili,Keung,1/1/9999
d005,Development,224723,Alpay,Guadalupe,1/1/9999
d006,Quality Management,224724,Wroclawski,Gretta,1/1/9999
d005,Development,224728,Casley,Atreye,1/1/9999
d009,Customer Service,224728,Casley,Atreye,1/1/9999
d006,Quality Management,224755,Heping,Xumin,1/1/9999
d006,Quality Management,224764,Nastansky,Utpal,1/1/9999
d007,Sales,224776,Salinas,Thanasis,1/1/9999
d005,Development,224781,Soloway,Rosli,1/1/9999
d001,Marketing,224785,Beetstra,Yaghout,1/1/9999
d009,Customer Service,224785,Beetstra,Yaghout,1/1/9999
d006,Quality Management,224791,Besancenot,Jenwei,1/1/9999
d007,Sales,224795,Shokrollahi,Chaitali,1/1/9999
d003,Human Resources,224810,Cappello,Muneo,1/1/9999
d001,Marketing,224818,Rosis,Zhensheng,1/1/9999
d002,Finance,224820,Plesums,Shalesh,1/1/9999
d001,Marketing,224824,Zedlitz,Leaf,1/1/9999
d007,Sales,224824,Zedlitz,Leaf,1/1/9999
d005,Development,224828,Versino,Zhigen,1/1/9999
d002,Finance,224831,Ermel,Arunas,1/1/9999
d005,Development,224837,Ambroszkiewicz,Yahiko,1/1/9999
d009,Customer Service,224843,Openshaw,Janalee,1/1/9999
d004,Production,224848,Waterhouse,LiMin,1/1/9999
d004,Production,224853,Randi,Djelloul,1/1/9999
d002,Finance,224871,Conry,Fumitaka,1/1/9999
d008,Research,224875,Gewali,Yongmao,1/1/9999
d004,Production,224880,Ramsay,Angus,1/1/9999
d001,Marketing,224885,Matheson,Hercules,1/1/9999
d006,Quality Management,224899,Taubman,Taisook,1/1/9999
d005,Development,224901,Pero,Naftali,1/1/9999
d007,Sales,224907,Matzke,Holgard,1/1/9999
d005,Development,224917,Pollock,Danae,1/1/9999
d004,Production,224920,Sigstam,Xiaocheng,1/1/9999
d009,Customer Service,224927,Serna,Conrado,1/1/9999
d005,Development,224937,Solovay,Demin,1/1/9999
d004,Production,224942,Swab,Dayanand,1/1/9999
d004,Production,224951,Hartvigsen,Susanna,1/1/9999
d003,Human Resources,224959,Swen,Guoxiang,1/1/9999
d005,Development,224973,Gire,Steve,1/1/9999
d004,Production,224988,Steinauer,Claude,1/1/9999
d004,Production,224995,Kadhim,Chikara,1/1/9999
d004,Production,224997,Coors,Sailaja,1/1/9999
d006,Quality Management,224997,Coors,Sailaja,1/1/9999
d005,Development,225009,Rouquie,Chuanti,1/1/9999
d001,Marketing,225017,Bruckman,Goh,1/1/9999
d001,Marketing,225030,Spell,Leszek,1/1/9999
d005,Development,225033,Camurati,Naraig,1/1/9999
d008,Research,225037,Karnin,Uzi,1/1/9999
d005,Development,225059,Vernadat,Tuval,1/1/9999
d005,Development,225085,Mungall,Niclas,1/1/9999
d007,Sales,225105,Hempstead,Palash,1/1/9999
d005,Development,225116,Uhrig,Josyula,1/1/9999
d005,Development,225123,Gide,Makato,1/1/9999
d004,Production,225158,Shrader,Siddarth,1/1/9999
d004,Production,225170,Waschkowski,Kersti,1/1/9999
d006,Quality Management,225170,Waschkowski,Kersti,1/1/9999
d004,Production,225179,Sridhar,Domenick,1/1/9999
d004,Production,225185,Thiria,Xuejia,1/1/9999
d004,Production,225186,Lipner,Sachin,1/1/9999
d002,Finance,225188,Malabarba,Honglan,1/1/9999
d005,Development,225198,Plavsic,Zhongwei,1/1/9999
d007,Sales,225211,Krichel,Barry,1/1/9999
d005,Development,225230,Montresor,Berthier,1/1/9999
d005,Development,225231,Marakhovsky,Ibibia,1/1/9999
d005,Development,225242,Weiland,Ute,1/1/9999
d005,Development,225253,Swiss,Uinam,1/1/9999
d007,Sales,225254,Tzvieli,Sanjoy,1/1/9999
d007,Sales,225255,Shumilov,Dharmaraja,1/1/9999
d006,Quality Management,225277,Harbusch,Hercules,1/1/9999
d007,Sales,225280,Miara,Perry,1/1/9999
d007,Sales,225287,Decleir,Ronnie,1/1/9999
d004,Production,225290,Vecchi,Hidekazu,1/1/9999
d007,Sales,225301,Collavizza,Huican,1/1/9999
d007,Sales,225306,Pagter,Wonhee,1/1/9999
d007,Sales,225307,Angel,Shiv,1/1/9999
d004,Production,225313,Eiron,Luisa,1/1/9999
d005,Development,225313,Eiron,Luisa,1/1/9999
d004,Production,225315,Choobineh,Piyawadee,1/1/9999
d007,Sales,225323,Sidhu,Morrie,1/1/9999
d001,Marketing,225324,Oppitz,Quingbo,1/1/9999
d007,Sales,225327,Kalloufi,Vishwani,1/1/9999
d004,Production,225349,Mahmud,Panayotis,1/1/9999
d005,Development,225357,Papastamatiou,Perry,1/1/9999
d003,Human Resources,225363,Cullers,Adamantios,1/1/9999
d005,Development,225364,Merle,Souichi,1/1/9999
d005,Development,225373,Rodite,Danel,1/1/9999
d009,Customer Service,225426,Ibel,Zhenbing,1/1/9999
d005,Development,225439,Koblick,Gian,1/1/9999
